780.0	1	8.456844300000002	3.5880664
786.0	1	9.1255301	3.6585832
792.0	1	9.787146	3.8494445
798.0	1	10.472197	3.9554504
804.0	1	11.066	4.0612803
804.0	2	13.017548	5.7825914
810.0	1	11.731818	4.3205627
810.0	2	12.08777	5.751949
816.0	2	11.746306	5.729814599999999
816.0	1	12.381302	4.4967932
822.0	2	11.175158	5.8362471
828.0	2	10.43429	5.8732028
834.0	3	12.270674	6.668421799999999
834.0	2	10.050254	6.171486799999999
840.0	3	11.936317	6.7666356
840.0	2	9.5712958	6.2373547
846.0	6	12.162877	5.7482446
846.0	2	9.0840742	6.2638361
846.0	5	-1.8861126	4.379495400000001
846.0	4	-1.7114104	5.1259595
846.0	3	11.448074	6.914407499999999
852.0	5	-1.282008	4.4581774
852.0	4	-1.118991	5.106053299999999
852.0	3	10.825832	6.798273
852.0	2	8.552750900000001	6.3740273
852.0	6	11.674685	5.8503267
858.0	5	-0.69464813	4.4430824
858.0	4	-0.53495708	5.0864289000000005
858.0	3	10.394153	6.786098
858.0	2	8.097887400000001	6.4810373
858.0	6	11.101028	5.9185702
864.0	6	10.514675	5.9088386
864.0	2	7.635367200000001	6.548340799999999
864.0	3	9.8409209	6.860584200000001
864.0	4	0.08911754	5.019639700000001
864.0	5	-0.078293758	4.242871
870.0	5	0.59534346	4.227083
870.0	4	0.75858146	4.997521900000001
870.0	3	9.3564735	6.851170599999999
870.0	2	7.1670909	6.616482
870.0	6	9.9981774	5.8949568
876.0	5	1.2038847	4.167424700000001
876.0	4	1.3634124	4.9324268
876.0	3	8.9453791	6.796337599999999
876.0	2	6.7341728000000005	6.641460799999999
876.0	6	9.439014300000002	6.0033330000000005
882.0	2	6.3426199	6.7058853
882.0	3	8.4108856	6.8698696
882.0	6	8.908537800000001	6.0303873
882.0	5	1.8034784	4.1086435
882.0	4	1.9593868000000003	4.868285
888.0	5	2.446643	4.0942979
888.0	4	2.5986885	4.8478845
888.0	3	7.9486303	6.857734599999999
888.0	2	5.9914678	6.768359599999999
888.0	6	8.4098439	6.0150082000000005
894.0	6	7.8660929	6.0835521
894.0	2	5.5973695	6.918186099999999
894.0	3	7.435486999999999	6.807009299999999
894.0	5	3.124691	4.0348432
894.0	4	3.2247425	4.7838211
900.0	5	3.6993363	4.0223514
900.0	4	3.7967108	4.7658918
900.0	3	6.9627463	6.835602499999999
900.0	2	5.2394674000000006	6.9822277
900.0	6	7.400077799999999	6.1486856
906.0	2	5.0151027	7.038431599999999
906.0	3	6.5785424	6.9837562
906.0	6	6.8367453	6.1360488
906.0	5	4.3152504	4.0526193
906.0	4	4.5436656	4.6991244000000005
912.0	5	4.9646403	4.0381348
912.0	4	5.1880234000000005	4.6792894
912.0	3	6.139153599999999	7.0110658
912.0	2	4.797592400000001	7.222241599999999
912.0	6	6.355268	6.1606042
918.0	6	5.8700391	6.2275730000000005
918.0	2	4.5440437000000005	7.5798647
918.0	3	5.741793	7.0778462
918.0	5	5.5605072	4.067785
918.0	4	5.7792917	4.703744400000001
924.0	5	6.14454	4.0544276
924.0	4	6.3588875	4.685576
924.0	3	5.385417	7.142465299999999
924.0	2	4.4518792000000005	7.5861562
924.0	6	5.3708128	6.1682997
930.0	7	12.091963	5.8680325
930.0	6	4.956254599999999	6.1036912
930.0	2	4.2007556	7.3032409
930.0	4	6.9732132	4.6663189
930.0	5	6.7635216	4.040271
930.0	3	5.0606082	7.0356285000000005
936.0	5	7.422202499999999	4.1508032
936.0	4	7.7209786	4.9335108
936.0	3	4.8728741	6.9620065
936.0	2	4.028679	7.529177199999999
936.0	6	4.4499123	6.1286651
936.0	7	11.298376	6.026039
942.0	7	10.478682	5.9899558
942.0	6	3.8956212	6.2427097
942.0	2	3.9057366	7.7953196
942.0	5	8.022322099999998	4.1775642
942.0	4	8.3148364	4.9536957
942.0	3	4.6003525000000005	7.0212397
948.0	8	-2.58775	-0.4150006
948.0	7	9.7669986	6.1067068
948.0	6	3.4168347000000003	6.179618799999999
948.0	4	8.8990525	4.973553
948.0	3	4.4592268	6.9870255000000006
948.0	5	8.6126365	4.203888
948.0	2	3.5769474000000003	7.818493400000001
954.0	5	9.316204199999998	4.2265593
954.0	4	9.5181166	5.0723139
954.0	3	4.1372352	7.0495087
954.0	2	3.251375	7.9280421
954.0	6	3.0853434	6.2397802
954.0	7	8.9065929	5.9899517
954.0	8	-2.2562569	0.1774096
960.0	7	8.150582799999999	5.864153099999999
960.0	6	2.7089501	6.3905557
960.0	2	2.8241379	8.0021495
960.0	8	-1.674122	0.52848254
960.0	4	10.12451	5.1293453
